X,Y,Z,EDA,HR,TEMP,id,datetime,label,anomaly_flag
-17,-24,-72,7.3187678100827895,98.91283248176904,31.02,4,07:08:00,0,0
17,36,-34,5.834707,83.6,30.97,7,07:09:00,0,0
80,33,-62,5.633736,84.31,30.92,10,07:10:00,0,0
58,56,3,5.845592,85.36,31.1,9,07:11:00,0,0
4,-75,-94,5.78879,90.27,30.9,15,07:12:00,0,0
-12,-4,41,5.614516,85.6,30.96,11,07:13:00,0,0
-84,76,-98,5.815319,87.76,30.93,15,07:14:00,0,0
-61,-71,-76,5.887417,86.72,31.07,7,07:15:00,0,0
71,76,-94,5.750186,83.98,30.98,3,07:16:00,0,0
-48,60,89,5.710037,86.32,31.03,6,07:17:00,0,0
4,-87,67,5.773661,84.4,30.97,3,07:18:00,0,0
36,14,-68,5.935905,83.92,31.12,17,07:19:00,0,0
-31,-64,49,5.817049,86.61,31.1,10,07:20:00,0,0
-27,20,-95,5.771863,85.69,31.02,2,07:21:00,0,0
-12,-65,73,5.703301,86.35,31.05,13,07:22:00,0,0
-16,-69,-58,5.633016,83.93,30.99,15,07:23:00,0,0
-95,-22,24,5.789115,85.34,30.92,17,07:24:00,0,0
-37,-43,-64,5.667521,85.05,31.2,14,07:25:00,0,0
94,68,73,5.857469,83.66,31.14,18,07:26:00,0,0
27,-37,-50,5.900106,90.04,30.98,12,07:27:00,0,0
-73,23,-93,5.660239,87.35,30.92,3,07:28:00,0,0
56,-7,-12,5.891711,85.96,31.01,17,07:29:00,0,0
-94,-78,-55,5.902851,87.14,31.04,14,07:30:00,0,0
11,-22,76,5.676742,82.67,31.08,3,07:31:00,0,0
-77,-68,-58,5.790085,82.49,31.08,18,07:32:00,0,0
-30,-12,41,5.941955,85.65,31.0,8,07:33:00,0,0
24,97,-16,5.665437,86.9,30.94,8,07:34:00,0,0
21,-27,-73,5.799276,84.85,31.13,15,07:35:00,0,0
-38,0,-8,5.911227,82.88,30.97,10,07:36:00,0,0
-49,17,-83,5.83958,83.65,30.85,12,07:37:00,0,0
-43,68,-82,5.800522,83.82,30.99,12,07:38:00,0,0
16,-38,-49,5.739141,82.93,31.11,10,07:39:00,0,0
27,-53,-9,5.768437,87.33,31.08,16,07:40:00,0,0
-53,96,52,5.823997,85.39,31.15,13,07:41:00,0,0
-43,-7,58,5.687752,82.06,30.8,14,07:42:00,0,0
-60,77,-57,5.751592,83.63,30.9,9,07:43:00,0,0
9,5,30,5.866869,83.98,31.11,7,07:44:00,0,0
-69,-12,71,5.815313,85.13,31.24,3,07:45:00,0,0
-11,62,46,5.662583,84.84,31.07,17,07:46:00,0,0
57,21,-53,5.785103,84.96,30.81,11,07:47:00,0,0
90,18,-90,5.84473,85.12,31.13,16,07:48:00,0,0
88,-15,9,5.719634,84.33,31.03,2,07:49:00,0,0
95,-43,-46,5.712773,84.66,31.02,14,07:50:00,0,0
-24,64,23,5.701955,84.84,31.06,12,07:51:00,0,0
-38,-75,-91,5.70395,87.86,31.05,13,07:52:00,0,0
-28,98,-62,5.514883,86.08,31.0,18,07:53:00,0,0
4,-22,-12,5.774113,82.22,31.0,7,07:54:00,0,0
48,-85,10,5.813241,88.27,30.77,3,07:55:00,0,0
86,-76,32,5.868562,85.31,30.9,13,07:56:00,0,0
-98,73,49,5.995082,85.57,30.99,8,07:57:00,0,0
-98,-31,76,5.712186,88.64,31.09,13,07:58:00,0,0
48,-85,-84,5.895265,85.32,30.9,1,07:59:00,0,0
69,-7,-97,6.288173,94.78,31.05,11,08:00:00,1,0
97,27,-19,6.633012,93.22,31.2,18,08:01:00,1,0
31,-91,39,8.021115580811603,102.45503770500392,31.25,5,08:02:00,1,0
-99,-7,15,6.403211,94.37,31.35,17,08:03:00,1,0
-31,-27,78,6.119944,93.97,31.21,16,08:04:00,1,0
-43,32,60,6.389588,96.66,31.12,11,08:05:00,1,0
-24,-90,-79,6.377883,95.68,31.07,17,08:06:00,1,0
96,-13,-7,6.263339,97.5,31.1,8,08:07:00,1,0
15,-43,-39,6.498639,92.97,31.28,18,08:08:00,1,0
81,12,-6,6.454121,95.71,31.18,14,08:09:00,1,0
89,28,-38,6.282665,95.84,31.19,3,08:10:00,1,0
-16,-7,-59,6.360578,96.74,31.15,12,08:11:00,1,0
89,75,24,6.676085,94.21,31.29,6,08:12:00,1,0
70,-91,-12,6.36999,95.07,31.31,14,08:13:00,1,0
-85,-68,87,6.335314,102.95,31.09,10,08:14:00,1,0
-74,-45,20,6.198042,102.38,31.06,17,08:15:00,1,0
34,-20,29,6.514852,101.48,31.15,17,08:16:00,1,0
-29,96,32,6.697898,92.92,31.02,5,08:17:00,1,0
97,77,11,6.560673,93.52,31.07,8,08:18:00,1,0
21,-27,26,6.209312,90.94,31.12,1,08:19:00,1,0
-32,31,-41,6.479325,93.89,31.29,16,08:20:00,1,0
-87,-41,-33,6.342296,96.36,31.18,14,08:21:00,1,0
68,-65,0,6.224435,92.7,31.43,2,08:22:00,1,0
-78,-21,71,6.367842,99.7,31.25,6,08:23:00,1,0
-61,-16,-7,6.301034,94.28,31.24,11,08:24:00,1,0
-63,30,25,6.517503,94.05,31.19,1,08:25:00,1,0
60,-27,84,6.323376,93.85,31.14,11,08:26:00,1,0
27,-57,-11,6.227646,94.27,31.16,4,08:27:00,1,0
-85,67,-74,6.422089,92.76,31.15,6,08:28:00,1,0
65,35,45,6.358081,91.98,31.22,17,08:29:00,1,0
66,4,-12,7.07956,99.35,31.63,6,08:30:00,2,0
80,83,46,6.536349,107.34,31.52,5,08:31:00,2,0
-97,27,-43,7.00456,109.69,31.36,16,08:32:00,2,0
-45,-62,-20,7.225231,105.17,31.44,4,08:33:00,2,0
53,-71,65,7.160657,102.59,31.48,7,08:34:00,2,0
42,-6,71,7.341829,105.48,31.31,10,08:35:00,2,0
-54,21,-48,6.972939,101.15,31.14,16,08:36:00,2,0
71,24,-42,7.063778,110.65,31.56,3,08:37:00,2,0
14,79,19,6.803576,101.25,31.52,17,08:38:00,2,0
27,-84,-63,6.95756,105.12,31.82,5,08:39:00,2,0
57,59,-23,6.959587,111.01,31.28,16,08:40:00,2,0
-26,96,19,7.138176,98.26,31.42,11,08:41:00,2,0
-76,-64,11,7.129511,102.51,31.5,1,08:42:00,2,0
-12,82,77,7.205946,103.66,31.48,1,08:43:00,2,0
69,-61,-27,7.212648,112.7,31.34,2,08:44:00,2,0
19,28,53,7.558641,107.35,31.33,10,08:45:00,2,0
54,94,-73,6.814841,96.53,31.55,2,08:46:00,2,0
-6,-87,66,6.746128,99.23,31.54,7,08:47:00,2,0
83,-62,-15,7.121596,106.88,31.44,4,08:48:00,2,0
-93,23,15,7.104139,104.47,31.41,3,08:49:00,2,0
-71,27,-46,7.249929,103.09,31.52,8,08:50:00,2,0
-77,69,-73,7.058029,104.52,31.39,9,08:51:00,2,0
35,-87,-56,7.259502,104.13,31.51,6,08:52:00,2,0
-40,-88,18,7.332699,103.02,31.67,16,08:53:00,2,0
57,-90,62,7.174326,105.44,31.56,3,08:54:00,2,0
-24,47,-77,7.411681,105.74,31.55,9,08:55:00,2,0
-52,-72,17,7.325942,107.14,31.52,18,08:56:00,2,0
21,-32,-11,7.167211,101.02,31.5,2,08:57:00,2,0
-51,-64,80,9.751272775356437,113.36374218907153,31.14,13,08:58:00,2,0
-43,80,13,7.115238,106.31,31.57,18,08:59:00,2,0
28,-58,17,6.392729,92.21,31.21,9,09:00:00,1,0
-22,86,69,6.496041,94.58,31.25,16,09:01:00,1,0
-35,-2,74,6.612061,99.93,31.14,13,09:02:00,1,0
83,-7,-14,6.305808,96.01,31.4,14,09:03:00,1,0
-29,-3,-28,6.233416,96.99,31.16,17,09:04:00,1,0
-73,-63,-20,6.43172,96.02,31.14,18,09:05:00,1,0
-11,-74,21,6.219818,92.49,31.19,8,09:06:00,1,0
5,-97,45,6.316985,94.58,31.34,12,09:07:00,1,0
-60,-20,22,6.406881,95.0,31.12,1,09:08:00,1,0
-92,-69,63,6.347989,93.01,31.14,16,09:09:00,1,0
-84,9,32,6.564876,93.35,31.2,1,09:10:00,1,0
-63,-97,-49,6.616149,93.66,31.1,5,09:11:00,1,0
-63,-49,-14,6.485179,99.86,31.19,14,09:12:00,1,0
36,-51,-35,6.3259,96.1,31.18,13,09:13:00,1,0
-85,-22,-88,6.508309,98.89,31.11,18,09:14:00,1,0
77,34,-14,6.552665,97.15,31.27,5,09:15:00,1,0
-14,-27,34,6.489129,96.44,31.25,12,09:16:00,1,0
24,-63,-88,6.581154,97.02,31.31,10,09:17:00,1,0
97,45,-9,6.303113,90.95,31.05,5,09:18:00,1,0
-30,82,-2,6.434864,93.9,31.26,12,09:19:00,1,0
-92,39,-1,6.556456,96.79,31.21,5,09:20:00,1,0
-79,44,60,6.3168,96.59,31.04,15,09:21:00,1,0
88,95,11,6.365217,94.36,31.05,18,09:22:00,1,0
90,17,-17,6.54598,96.63,31.2,2,09:23:00,1,0
97,-88,-100,6.409188,89.9,31.01,9,09:24:00,1,0
-89,-11,31,6.48945,98.03,31.27,16,09:25:00,1,0
-29,-27,-5,6.343815,98.48,31.21,10,09:26:00,1,0
-42,74,-45,6.456384,95.71,31.08,17,09:27:00,1,0
94,-48,0,6.34808,93.46,31.11,9,09:28:00,1,0
62,45,-90,6.313778,95.84,31.26,15,09:29:00,1,0
54,-28,62,5.762583,83.84,31.0,9,09:30:00,0,0
-45,75,-1,5.703848,84.21,30.98,1,09:31:00,0,0
40,57,-52,5.807585,83.31,31.04,5,09:32:00,0,0
62,38,-52,5.811921,82.62,31.08,11,09:33:00,0,0
26,-34,-39,5.96009,86.87,30.95,5,09:34:00,0,0
-56,-87,20,5.711474,85.96,31.02,12,09:35:00,0,0
74,23,-47,5.724689,85.15,31.01,16,09:36:00,0,0
98,12,-85,5.708084,81.51,30.96,11,09:37:00,0,0
27,30,28,5.874269,86.28,30.95,16,09:38:00,0,0
95,-66,3,5.923237,86.11,31.07,4,09:39:00,0,0
31,-51,1,5.706348,86.16,30.85,5,09:40:00,0,0
29,15,-43,5.734582,86.71,30.8,18,09:41:00,0,0
22,79,-79,5.848648,87.97,31.02,14,09:42:00,0,0
-21,33,-20,5.711761,85.07,31.1,6,09:43:00,0,0
-79,-22,56,5.908994,87.06,30.88,7,09:44:00,0,0
53,8,-26,5.738706,84.83,30.96,1,09:45:00,0,0
59,46,30,5.872824,84.72,31.09,6,09:46:00,0,0
29,-73,16,5.814765,87.43,30.85,17,09:47:00,0,0
41,-31,-55,5.782404,86.56,30.92,3,09:48:00,0,0
-42,-65,71,5.768746,85.08,31.03,12,09:49:00,0,0
93,-15,-92,5.713149,88.35,30.84,11,09:50:00,0,0
52,-4,85,5.83606,78.64,30.81,17,09:51:00,0,0
80,4,-82,5.874383,86.36,31.01,2,09:52:00,0,0
-8,57,40,5.682268,84.15,31.08,15,09:53:00,0,0
57,83,92,5.681174,87.3,31.03,3,09:54:00,0,0
-76,80,-90,5.710996,84.66,30.9,13,09:55:00,0,0
87,-47,8,5.657824,85.7,30.96,16,09:56:00,0,0
-96,-60,17,5.713611,83.4,30.95,4,09:57:00,0,0
45,65,2,5.762804,85.29,31.01,8,09:58:00,0,0
-15,2,-19,5.809316,84.79,31.08,6,09:59:00,0,0
35,-71,-37,5.638821,85.31,30.95,9,10:00:00,0,0
-26,-96,-6,5.669937,82.52,31.06,4,10:01:00,0,0
-82,-19,24,5.849278,82.78,30.97,4,10:02:00,0,0
51,6,-8,5.788052,87.13,31.13,9,10:03:00,0,0
37,11,-44,5.775146,86.96,30.91,15,10:04:00,0,0
18,46,-1,5.691468,81.17,30.94,9,10:05:00,0,0
60,92,-76,5.684538,82.68,31.0,6,10:06:00,0,0
-52,22,23,5.59244,86.31,31.15,2,10:07:00,0,0
49,47,2,5.769032,83.97,31.02,15,10:08:00,0,0
71,-95,83,5.734515,87.15,30.92,1,10:09:00,0,0
59,-23,88,5.76596,83.58,30.98,13,10:10:00,0,0
-6,-10,-57,5.71831,84.11,31.02,4,10:11:00,0,0
-51,41,5,5.774511,83.92,30.99,14,10:12:00,0,0
49,-31,7,5.848126,83.66,31.07,2,10:13:00,0,0
-4,-4,-87,5.756122,87.39,31.01,11,10:14:00,0,0
-70,-25,67,5.754197,83.32,30.98,7,10:15:00,0,0
63,-74,23,5.7596,81.71,31.0,6,10:16:00,0,0
-98,66,-2,6.024352,87.43,30.92,13,10:17:00,0,0
-73,-86,-93,5.87992,85.73,31.0,6,10:18:00,0,0
-36,-60,22,5.820425,83.26,31.05,10,10:19:00,0,0
-81,55,22,6.116719,83.67,31.15,5,10:20:00,0,0
54,-69,-53,5.793534,84.5,31.11,14,10:21:00,0,0
20,-40,50,5.695267,84.23,31.01,6,10:22:00,0,0
54,82,-70,5.711642,85.03,30.77,3,10:23:00,0,0
5,-50,88,5.947464,87.02,30.94,14,10:24:00,0,0
57,-7,26,5.80869,81.43,30.91,10,10:25:00,0,0
51,-55,25,5.759957,82.86,30.98,14,10:26:00,0,0
11,0,75,5.820394,83.84,30.94,1,10:27:00,0,0
74,-57,60,5.745364,85.08,30.94,3,10:28:00,0,0
62,45,-34,5.734228,83.28,30.89,7,10:29:00,0,0
86,-25,-84,6.597871,96.53,31.3,3,10:30:00,1,0
-87,10,21,6.545845,92.64,31.08,8,10:31:00,1,0
30,58,-25,6.236334,99.39,31.25,15,10:32:00,1,0
-51,51,44,6.32684,94.15,31.31,18,10:33:00,1,0
6,66,-20,6.363693,90.76,31.37,6,10:34:00,1,0
86,23,-71,6.478631,100.26,31.1,1,10:35:00,1,0
10,-46,-10,6.344056,91.57,31.15,3,10:36:00,1,0
98,98,17,6.481739,93.78,31.28,14,10:37:00,1,0
-28,-71,3,6.251546,93.11,31.25,9,10:38:00,1,0
88,-30,-33,6.480454,92.91,31.27,3,10:39:00,1,0
-24,56,62,6.348746,97.39,31.27,13,10:40:00,1,0
-2,56,97,6.331233,96.31,31.14,3,10:41:00,1,0
15,12,76,6.497031,101.41,31.27,4,10:42:00,1,0
-47,-20,7,6.281851,97.28,31.42,10,10:43:00,1,0
48,-65,1,6.325461,91.26,31.31,14,10:44:00,1,0
-88,-76,-96,6.429256,96.78,31.24,7,10:45:00,1,0
-76,-27,-62,6.385784,90.03,31.36,16,10:46:00,1,0
85,-69,-38,6.436868,86.05,31.02,13,10:47:00,1,0
73,95,-79,6.569921,93.93,31.04,6,10:48:00,1,0
-28,-72,70,6.322949,94.54,31.2,10,10:49:00,1,0
95,-48,6,6.464213,93.71,31.19,7,10:50:00,1,0
-100,-6,36,6.657205,91.99,31.12,8,10:51:00,1,0
73,96,-26,6.364976,97.47,31.16,5,10:52:00,1,0
-23,51,-66,6.270675,97.46,31.15,5,10:53:00,1,0
81,-12,63,6.344188,93.76,31.22,6,10:54:00,1,0
-13,35,17,6.536317,95.01,31.12,7,10:55:00,1,0
16,27,-75,6.363414,92.67,31.34,16,10:56:00,1,0
68,-48,-88,6.066422,93.33,31.19,12,10:57:00,1,0
-30,55,-9,6.530577,93.43,31.29,16,10:58:00,1,0
-72,75,-82,6.45967,96.76,31.29,15,10:59:00,1,0
46,-59,-24,7.086938,102.35,31.58,15,11:00:00,2,0
-33,-22,54,7.405977,100.46,31.37,11,11:01:00,2,0
47,-91,23,6.987259,105.43,31.64,5,11:02:00,2,0
61,-1,89,7.341463,107.08,31.48,16,11:03:00,2,0
-57,57,50,6.903393,100.75,31.61,15,11:04:00,2,0
82,-83,-84,7.105924,96.92,31.33,11,11:05:00,2,0
94,65,-2,7.233412,106.75,31.37,8,11:06:00,2,0
-59,10,-88,7.549845,106.73,31.48,15,11:07:00,2,0
52,11,-43,7.093975,107.66,31.51,8,11:08:00,2,0
-85,29,-78,7.069562,111.65,31.59,2,11:09:00,2,0
60,-21,57,7.399922,101.23,31.45,18,11:10:00,2,0
18,37,19,6.80775,105.06,31.63,1,11:11:00,2,0
-27,37,-44,6.917334,99.92,31.61,3,11:12:00,2,0
52,37,-22,6.946426,101.47,31.51,8,11:13:00,2,0
41,28,-33,7.046384,102.43,31.27,17,11:14:00,2,0
-5,-73,59,6.921365,111.22,31.3,8,11:15:00,2,0
1,16,5,7.013078,105.08,31.78,10,11:16:00,2,0
0,-100,-6,6.752101,103.18,31.77,7,11:17:00,2,0
26,59,15,7.111861,102.28,31.35,4,11:18:00,2,0
36,-55,-36,7.025294,107.54,31.22,17,11:19:00,2,0
13,-72,38,6.741183,99.33,31.62,9,11:20:00,2,0
3,-53,54,7.012348,105.46,31.67,8,11:21:00,2,0
-78,88,54,7.106762,100.58,31.31,16,11:22:00,2,0
86,99,-66,7.141509,107.78,31.5,6,11:23:00,2,0
51,37,-63,6.811091,111.49,31.32,6,11:24:00,2,0
77,-32,75,7.326288,111.2,31.62,7,11:25:00,2,0
-34,-32,82,7.407331,102.75,31.48,13,11:26:00,2,0
-74,60,-16,8.550922972088873,112.27161152580771,31.7,12,11:27:00,2,1
99,4,32,7.349212,107.0,31.33,9,11:28:00,2,0
-74,-38,-20,6.783565,106.72,31.11,18,11:29:00,2,0
64,-30,-15,6.434383,95.36,31.12,12,11:30:00,1,0
-19,-6,-84,6.264663,94.73,30.95,11,11:31:00,1,0
-66,-34,5,6.332441,93.56,31.2,15,11:32:00,1,0
-19,-70,-64,6.41935,88.91,31.17,7,11:33:00,1,0
53,51,66,6.602246,96.13,31.2,6,11:34:00,1,0
-75,26,-49,6.358616,95.09,31.21,11,11:35:00,1,0
10,66,88,6.381365,92.79,31.2,15,11:36:00,1,0
-43,-90,91,6.528506,97.12,31.24,11,11:37:00,1,0
-40,63,-23,6.429181,95.43,31.13,5,11:38:00,1,0
-95,-57,74,6.468595,97.16,31.22,10,11:39:00,1,0
-68,-19,47,6.480375,97.33,31.16,5,11:40:00,1,0
28,90,-94,6.256448,95.52,31.24,18,11:41:00,1,0
-69,23,69,6.2874,96.67,31.24,12,11:42:00,1,0
-31,54,-93,6.456389,100.39,31.28,1,11:43:00,1,0
13,17,96,6.569169,99.05,31.32,15,11:44:00,1,0
-93,77,74,6.432872,97.26,31.05,14,11:45:00,1,0
-67,-76,12,6.249004,93.21,31.14,12,11:46:00,1,0
3,29,-61,6.395767,101.78,31.16,5,11:47:00,1,0
-31,54,-54,6.343786,97.6,31.26,18,11:48:00,1,0
91,12,-3,6.699829,96.33,31.13,12,11:49:00,1,0
59,-28,21,6.215023,94.86,31.17,10,11:50:00,1,0
-45,-16,-6,6.587873,96.67,31.17,9,11:51:00,1,0
-30,6,91,6.178282,93.47,31.11,15,11:52:00,1,0
56,73,79,6.164333,93.81,31.2,14,11:53:00,1,0
-27,-83,-25,6.433177,96.31,31.21,12,11:54:00,1,0
-24,45,25,6.121974,94.35,31.26,12,11:55:00,1,0
68,-27,-64,6.564398,91.39,31.17,4,11:56:00,1,0
-88,8,80,6.447781,94.3,31.31,18,11:57:00,1,0
39,92,-83,6.417593,90.32,31.04,17,11:58:00,1,0
42,-24,55,6.291271,94.53,31.34,17,11:59:00,1,0
98,-81,-46,5.751167,83.97,31.01,3,12:00:00,0,0
-56,96,67,5.741848,85.22,30.9,12,12:01:00,0,0
0,59,65,5.880825,86.11,30.91,15,12:02:00,0,0
71,53,-1,5.952304,83.15,31.04,14,12:03:00,0,0
-28,85,16,5.851429,83.31,31.03,16,12:04:00,0,0
-8,43,-18,5.70049,86.39,30.92,17,12:05:00,0,0
-37,4,40,5.733589,83.22,30.87,6,12:06:00,0,0
4,-36,-38,5.772468,84.48,31.12,18,12:07:00,0,0
54,14,22,6.033482,87.0,31.2,5,12:08:00,0,0
-44,58,-85,5.88968,87.91,30.77,13,12:09:00,0,0
2,26,-57,5.868139,88.11,31.1,13,12:10:00,0,0
-86,-43,-99,5.985664,80.08,31.04,3,12:11:00,0,0
-62,70,40,5.688442,83.53,30.95,8,12:12:00,0,0
-77,14,12,5.774309,79.86,30.96,14,12:13:00,0,0
-5,79,38,5.674371,86.16,31.11,5,12:14:00,0,0
81,-72,48,5.942521,82.7,31.05,9,12:15:00,0,0
-96,-4,-86,5.628556,87.39,30.88,5,12:16:00,0,0
13,-97,83,5.878734,85.64,30.89,2,12:17:00,0,0
35,27,-34,5.672582,83.41,30.94,14,12:18:00,0,0
-7,-89,-49,5.754803,87.0,30.97,9,12:19:00,0,0
61,91,-33,5.786826,84.29,31.1,18,12:20:00,0,0
-16,3,-12,5.716371,84.14,30.89,18,12:21:00,0,0
9,49,-48,5.785529,88.2,30.98,12,12:22:00,0,0
-79,65,77,5.917474,83.11,30.97,7,12:23:00,0,0
-96,-56,-55,5.947675,83.56,31.01,4,12:24:00,0,0
-22,47,63,5.537559,88.48,31.11,2,12:25:00,0,0
-42,69,-99,5.640992,86.38,30.91,14,12:26:00,0,0
15,-98,9,5.841181,87.19,31.17,6,12:27:00,0,0
50,99,34,5.927541,83.05,31.11,18,12:28:00,0,0
60,93,-5,5.814448,92.81,31.23,1,12:29:00,0,0
-72,15,-18,5.915013,86.26,31.1,5,12:30:00,0,0
83,17,79,5.867631,88.59,31.04,15,12:31:00,0,0
48,32,36,6.016779,83.88,31.03,11,12:32:00,0,0
-75,-82,-85,5.847536,84.05,30.84,13,12:33:00,0,0
-79,74,-71,5.803048,79.68,31.03,7,12:34:00,0,0
-59,-95,80,5.837348,88.58,31.22,2,12:35:00,0,0
10,93,25,5.730051,85.96,30.95,3,12:36:00,0,0
15,-54,81,5.771849,86.84,31.06,5,12:37:00,0,0
-99,11,21,5.994102,83.76,30.96,16,12:38:00,0,0
-47,47,-68,5.955303,84.97,30.97,8,12:39:00,0,0
-89,-17,31,5.874064,86.07,31.02,15,12:40:00,0,0
-87,-26,27,5.709985,83.74,30.91,9,12:41:00,0,0
-69,-87,31,5.82513,84.88,31.06,10,12:42:00,0,0
-5,-83,52,5.659544,84.66,30.78,7,12:43:00,0,0
59,-14,44,5.778385,86.02,31.05,14,12:44:00,0,0
-95,-17,76,5.690668,84.52,31.38,8,12:45:00,0,0
-38,-19,-26,5.874197,83.96,30.94,13,12:46:00,0,0
30,30,65,5.880037,82.15,30.99,3,12:47:00,0,0
-8,32,-62,5.852658,83.3,31.05,8,12:48:00,0,0
-68,17,-64,5.832124,85.64,30.89,11,12:49:00,0,0
45,-79,-2,5.791382,83.9,30.89,15,12:50:00,0,0
40,-65,-43,5.957698,79.82,30.93,10,12:51:00,0,0
-96,59,-55,5.891746,82.47,31.13,17,12:52:00,0,0
-14,12,20,5.899106,85.68,31.13,2,12:53:00,0,0
-28,-99,-96,5.639586,84.25,31.04,12,12:54:00,0,0
-2,-54,-22,5.715894,83.86,30.81,3,12:55:00,0,0
-78,-70,57,5.802956,86.46,30.85,10,12:56:00,0,0
-79,25,46,5.785842,79.6,30.97,9,12:57:00,0,0
63,35,-13,5.878291,83.8,30.72,14,12:58:00,0,0
-40,-51,-55,5.909888,83.04,31.24,11,12:59:00,0,0
-71,-83,86,6.431887,95.2,31.05,6,13:00:00,1,0
-66,-25,-29,6.620083,94.94,31.17,5,13:01:00,1,0
3,-30,-3,6.450641,94.9,31.15,2,13:02:00,1,0
-23,-77,-58,6.359492,98.59,31.21,7,13:03:00,1,0
-48,82,-48,6.560975,89.09,31.31,18,13:04:00,1,0
-66,0,-14,6.378274,94.62,31.25,1,13:05:00,1,0
86,-88,62,6.252149,96.32,31.32,3,13:06:00,1,0
94,-17,71,6.74769,100.4,31.22,9,13:07:00,1,0
-62,-49,-25,6.358859,95.73,31.16,8,13:08:00,1,0
9,-17,96,6.071468,101.01,31.28,2,13:09:00,1,0
37,8,-53,6.486224,96.47,31.2,17,13:10:00,1,0
91,6,93,6.408558,95.48,31.14,7,13:11:00,1,0
2,-76,-35,6.30824,95.68,31.28,7,13:12:00,1,0
-61,-1,77,6.257464,92.07,31.12,8,13:13:00,1,0
-60,17,90,6.588812,96.77,31.09,8,13:14:00,1,0
-5,26,82,6.346839,92.92,31.27,11,13:15:00,1,0
-78,-61,29,6.357967,96.68,31.2,14,13:16:00,1,0
12,-18,16,6.280502,93.25,31.08,5,13:17:00,1,0
-22,0,4,6.575114,97.17,31.05,5,13:18:00,1,0
-45,29,53,6.477268,95.45,31.12,13,13:19:00,1,0
65,-87,41,6.581392,95.97,31.21,12,13:20:00,1,0
90,-72,-12,6.316898,92.85,31.1,13,13:21:00,1,0
4,-67,-47,6.377998,98.31,31.01,18,13:22:00,1,0
72,44,70,6.396686,91.37,31.13,2,13:23:00,1,0
15,-25,-74,6.235647,97.32,31.32,3,13:24:00,1,0
-94,-64,14,6.721158,95.62,31.22,9,13:25:00,1,0
-53,78,-46,6.550431,93.34,31.32,12,13:26:00,1,0
-100,86,2,6.087522,93.95,31.24,2,13:27:00,1,0
55,-2,67,6.335605,98.81,31.12,16,13:28:00,1,0
-36,-65,98,6.18966,97.36,31.26,1,13:29:00,1,0
66,62,52,6.985156,103.43,31.41,14,13:30:00,2,0
96,-20,-27,7.237518,99.54,31.46,11,13:31:00,2,0
9,-60,-51,6.817483,106.21,31.6,6,13:32:00,2,0
-1,-11,61,6.983824,106.48,31.44,17,13:33:00,2,0
-97,-83,-65,6.73735,108.64,31.89,3,13:34:00,2,0
-19,48,79,7.198491,109.04,31.7,5,13:35:00,2,0
68,41,48,7.473066,105.84,31.26,2,13:36:00,2,0
-31,75,31,7.388818,104.12,31.51,10,13:37:00,2,0
-26,80,-12,7.264107,105.65,31.29,3,13:38:00,2,0
11,-32,-10,7.208055,96.34,31.57,6,13:39:00,2,0
-48,0,-97,6.865125,99.94,31.39,16,13:40:00,2,0
-53,-76,-35,7.005173,104.26,31.6,8,13:41:00,2,0
-10,51,-6,7.053391,109.26,31.36,1,13:42:00,2,0
2,-68,35,7.30615,111.37,31.34,17,13:43:00,2,0
90,-44,72,6.912443,102.23,31.8,5,13:44:00,2,0
-65,60,33,8.966826357534236,120.54558255986801,31.42,12,13:45:00,2,1
59,-71,-36,6.958734,104.31,31.45,18,13:46:00,2,0
86,89,-34,6.846225,97.61,31.57,2,13:47:00,2,0
-69,-84,14,7.371631,106.08,31.43,13,13:48:00,2,0
22,23,-49,6.518513,111.15,31.29,13,13:49:00,2,0
36,-5,73,7.111932,97.74,31.44,11,13:50:00,2,0
57,-58,86,7.162279,106.81,31.55,6,13:51:00,2,0
84,-81,69,6.729669,102.81,31.48,8,13:52:00,2,0
-90,6,-58,7.350786,113.76,31.51,10,13:53:00,2,0
-47,43,57,7.182135,104.32,31.56,17,13:54:00,2,0
-50,60,52,6.968026,104.9,31.52,18,13:55:00,2,0
-23,91,-19,6.800511,104.82,31.54,16,13:56:00,2,0
-37,-87,44,7.201072,108.39,31.28,13,13:57:00,2,0
-67,93,90,7.315483,109.86,31.16,17,13:58:00,2,0
44,88,17,6.980145,106.95,31.63,11,13:59:00,2,0
83,15,-20,6.522086,95.97,31.41,17,14:00:00,1,0
-6,72,53,6.53769,95.61,31.34,14,14:01:00,1,0
-50,-47,38,6.352438,91.81,31.07,12,14:02:00,1,0
-31,59,75,6.559209,86.99,31.31,12,14:03:00,1,0
4,8,-20,6.201888,93.96,31.23,13,14:04:00,1,0
-30,-88,-23,6.247854,95.64,31.16,17,14:05:00,1,0
-28,-31,88,6.411046,92.65,31.24,6,14:06:00,1,0
22,-70,30,6.365289,95.96,31.22,15,14:07:00,1,0
88,67,-8,6.601235,93.36,31.18,10,14:08:00,1,0
-11,-23,-18,6.242075,95.47,31.17,9,14:09:00,1,0
8,8,-13,6.432279,92.23,31.17,6,14:10:00,1,0
-37,71,25,6.423478,93.48,31.24,16,14:11:00,1,0
94,-27,6,6.429368,88.77,31.44,2,14:12:00,1,0
-99,59,-65,6.39868,93.77,31.19,14,14:13:00,1,0
55,-39,52,6.513546,96.03,31.28,7,14:14:00,1,0
-15,-15,-10,6.475014,91.7,31.35,1,14:15:00,1,0
